n,exp,exp_sg,pf,sharpe,wr,posY,nY,S,R,K,TS,W
704,0.11806256487604165,0.14220003581753218,1.0457741963997234,0.2918150866223373,0.6008522727272727,6,10,0.5,4,3.0,300,"(570, 690)"
929,0.7135045027705391,0.17694873636295622,1.3511820968611332,2.109916353891192,0.542518837459634,7,10,0.5,5,2.0,180,"(240, 810)"
739,0.8951765960640663,0.22715306184301148,1.4287261206831314,2.373450816110309,0.5534506089309879,8,10,0.5,5,2.0,180,"(450, 810)"
569,0.6174058602612651,0.14372982524971992,1.270739395262211,1.5520128645408946,0.5307557117750439,8,10,0.5,5,2.0,180,"(570, 810)"
356,0.34486903477727604,0.14593378947157862,1.1490795956207025,0.9034207138154953,0.5280898876404494,6,10,0.5,5,2.0,180,"(570, 690)"
929,0.6256450310672624,0.172780627547973,1.2782349266423432,1.7392241279146043,0.5392895586652314,7,10,0.5,5,2.0,240,"(240, 810)"
739,0.7734268942052404,0.20921780421313516,1.333944817930733,1.953045662700879,0.5399188092016238,7,10,0.5,5,2.0,240,"(450, 810)"
568,0.48816140792883755,0.12634969440528,1.1912993521778925,1.145115890708579,0.5158450704225352,7,10,0.5,5,2.0,240,"(570, 810)"
356,0.13324147196249342,0.11748744740865623,1.0507731901799686,0.3258574646303494,0.5252808988764045,5,10,0.5,5,2.0,240,"(570, 690)"
929,0.6054296054507035,0.1696555900391238,1.2595784817545594,1.6457275069572204,0.542518837459634,7,10,0.5,5,2.0,300,"(240, 810)"
739,0.7503815608415576,0.2057064637214311,1.313217286311333,1.8613758093064043,0.543978349120433,7,10,0.5,5,2.0,300,"(450, 810)"
568,0.4542350957085594,0.11937898508175333,1.1712265634424492,1.0417592008141434,0.5193661971830986,7,10,0.5,5,2.0,300,"(570, 810)"
356,0.07603993510163144,0.10570432378369891,1.0275336109785898,0.1794272588928066,0.5280898876404494,6,10,0.5,5,2.0,300,"(570, 690)"
896,0.8517618142273548,0.24027092559328908,1.4144831655810552,2.349176234512554,0.5881696428571429,9,10,0.5,5,2.5,180,"(240, 810)"
715,1.0638343676945459,0.2899427945363488,1.5019808461619129,2.6570928723788003,0.6027972027972028,10,10,0.5,5,2.5,180,"(450, 810)"
549,0.8058928452309737,0.21125109845083098,1.3507320221080077,1.9143868126072685,0.5774134790528234,9,10,0.5,5,2.5,180,"(570, 810)"
345,0.45893402457309096,0.20781931136780113,1.1931991938437236,1.112720522122644,0.5739130434782609,6,10,0.5,5,2.5,180,"(570, 690)"
896,0.7375845184539103,0.23016051315692193,1.3171659014710992,1.893988184174264,0.5948660714285714,7,10,0.5,5,2.5,240,"(240, 810)"
715,0.8980745156057396,0.2619101866251686,1.374407630594691,2.1063630385398837,0.593006993006993,7,10,0.5,5,2.5,240,"(450, 810)"
548,0.6060365576466955,0.1766062957051854,1.2288631201866085,1.3251734138339089,0.5656934306569343,7,10,0.5,5,2.5,240,"(570, 810)"
