level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
1.5,2.5,180,"(450, 570)",l1,4082,0.1321970691474623,1.3198214908689923,1.7337820611849692,-0.4198029308525377,10,10,0.7337089661930426,-78.79820983494369,0.09342667945106785
1.5,2.5,180,"(480, 570)",vwap,2175,0.23594788985461168,1.1897186895387133,1.1377664921613022,-0.31605211014538837,10,10,0.696551724137931,-70.33867667580284,0.20478235956474086
1.5,2.5,180,"(480, 570)",l1,3315,0.1318811581565137,1.319285726167912,1.633009429405856,-0.42011884184348636,10,10,0.730920060331825,-69.50024524180526,0.11531862503923533
1.5,2.5,240,"(420, 570)",vwap,2956,0.18436244351325257,1.1476546942260366,0.959773432393553,-0.36763755648674745,9,10,0.6907983761840325,-157.23652624985516,0.2055826048399318
1.5,2.5,240,"(420, 570)",l1,4826,0.12811923269624784,1.3074194163130746,1.7606985613966672,-0.42388076730375224,10,10,0.7341483630335681,-81.6170951562126,0.0815387584018208
1.5,2.5,240,"(450, 570)",vwap,2571,0.23295869001872452,1.1890159765382378,1.1807858246527545,-0.31904130998127556,9,10,0.6985608712563205,-98.82424235180474,0.17546354910533948
1.5,2.5,240,"(450, 570)",l1,4082,0.13185410001468423,1.3187272930454519,1.7272433987912104,-0.4201458999853158,10,10,0.7337089661930426,-80.19820983494378,0.09366969401964098
1.5,2.5,240,"(480, 570)",vwap,2175,0.2169793114500563,1.171706812350908,1.0324593289147108,-0.3350206885499437,9,10,0.6951724137931035,-81.43574573448632,0.22268466655112706
1.5,2.5,240,"(480, 570)",l1,3315,0.1314588353812497,1.317938202812547,1.6254228248700981,-0.42054116461875035,10,10,0.730920060331825,-70.90024524180535,0.11568909600548842
1.5,3.0,120,"(420, 570)",vwap,2916,0.27473169590764834,1.2427148900242841,1.4925834025894649,-0.2772683040923517,9,10,0.7057613168724279,-155.49050300086333,0.12245274583180966
1.5,3.0,120,"(420, 570)",l1,4816,0.15397433973498767,1.3941120625592804,2.103999305266167,-0.3980256602650124,10,10,0.7358803986710963,-73.34963378285966,0.0679877880777003
1.5,3.0,120,"(450, 570)",vwap,2535,0.3128651531703194,1.2735603149362829,1.6170177702229769,-0.23913484682968067,9,10,0.7175542406311637,-129.80398383865395,0.1139451434623083
1.5,3.0,120,"(450, 570)",l1,4072,0.15841355822941994,1.409577264937217,2.040699253963901,-0.3935864417705801,10,10,0.7360019646365422,-71.38693277606058,0.07815659353411537
1.5,3.0,120,"(480, 570)",vwap,2145,0.2877465813411221,1.2410641209317788,1.374626961068516,-0.26425341865887797,10,10,0.7202797202797203,-83.88613968325944,0.1464176756918075
1.5,3.0,120,"(480, 570)",l1,3308,0.1598015742984611,1.415755159211706,1.950229410010366,-0.39219842570153896,10,10,0.7330713422007256,-62.08686229713021,0.09537162585100836
1.5,3.0,180,"(420, 570)",vwap,2902,0.28893330409487505,1.2437183156754048,1.4635689494385173,-0.263066695905125,10,10,0.729841488628532,-107.96209002568753,0.13242148544879673
1.5,3.0,180,"(420, 570)",l1,4815,0.1523347060902555,1.3882551213767667,2.0615574843392905,-0.39966529390974453,10,10,0.7360332294911734,-74.00625469195757,0.06873383725438358
1.5,3.0,180,"(450, 570)",vwap,2535,0.3102965337774946,1.2607945146741637,1.5006480292045874,-0.24170346622250544,10,10,0.7368836291913216,-100.79297851434944,0.13133164433081332
