level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
2.5,2.0,180,"(450, 570)",vwap,1050,0.6299630903845608,1.278445453840453,1.7898616685741817,-3.690961543922899e-05,8,10,0.5628571428571428,-84.93437237074795,0.1971528999471134
2.5,2.0,180,"(450, 570)",l1,1111,0.2947591997733376,1.2177150174461269,1.3325816161227388,-0.3352408002266624,9,10,0.6651665166516652,-93.46960531627519,0.2478041207575482
2.5,2.0,180,"(480, 570)",vwap,860,0.6957825577033846,1.3071457300430551,1.9467591287027095,0.06578255770338459,8,10,0.5627906976744186,-95.11578042068959,0.21793931664222224
2.5,2.0,180,"(480, 570)",l1,909,0.3004126719443106,1.2195434719973928,1.3489839595586548,-0.3295873280556894,8,10,0.6600660066006601,-72.71565755150732,0.2971719544190047
2.5,2.0,240,"(420, 570)",vwap,1221,0.5413176640833202,1.236265653812058,1.5543820654944274,-0.08868233591667984,9,10,0.5511875511875511,-81.16054118061334,0.1973057357076028
2.5,2.0,240,"(420, 570)",l1,1299,0.2553866734459891,1.1837114174318788,1.1631713523194274,-0.3746133265540109,9,10,0.6605080831408776,-89.83806676419044,0.24461470973344088
2.5,2.0,240,"(450, 570)",vwap,1050,0.6454145687559761,1.2856319391286888,1.8325509738570693,0.015414568755976132,8,10,0.5638095238095238,-84.11355002961182,0.1924329820573355
2.5,2.0,240,"(450, 570)",l1,1111,0.29545206210785896,1.2183385167097505,1.3360808697928739,-0.33454793789214105,9,10,0.6651665166516652,-93.46960531627519,0.24722299723995567
2.5,2.0,240,"(480, 570)",vwap,860,0.6945314557149961,1.3060856794213265,1.9420534584961586,0.06453145571499608,8,10,0.5627906976744186,-95.11578042068959,0.21833190406235328
2.5,2.0,240,"(480, 570)",l1,909,0.3004126719443106,1.2195434719973928,1.3489839595586548,-0.3295873280556894,8,10,0.6600660066006601,-72.71565755150732,0.2971719544190047
