candidate,instrument,split,t_entry,side,mae,mfe,pnl_pts
M2-BASE,SPX500,VAL,2016-12-01 17:50:00+00:00,1,5.400000000000091,0.7999999999997272,-5.400000000000091
M2-BASE,SPX500,VAL,2016-12-02 14:40:00+00:00,-1,3.0,3.400000000000091,3.400000000000091
M2-BASE,SPX500,VAL,2016-12-06 17:32:00+00:00,-1,4.199999999999818,1.0,-3.949251813754927
M2-BASE,SPX500,VAL,2016-12-07 14:31:00+00:00,1,0.40000000000009095,2.199999999999818,2.199999999999818
M2-BASE,SPX500,VAL,2016-12-07 16:42:00+00:00,-1,3.800000000000182,0.1999999999998181,-3.7793909082433856
M2-BASE,SPX500,VAL,2016-12-08 14:39:00+00:00,-1,3.0,3.399999999999636,2.9077124270211243
M2-BASE,SPX500,VAL,2016-12-08 16:03:00+00:00,-1,4.400000000000091,1.599999999999909,-4.291754700157526
M2-BASE,SPX500,VAL,2016-12-09 14:54:00+00:00,-1,2.400000000000091,3.400000000000091,-1.599999999999909
M2-BASE,SPX500,VAL,2016-12-12 17:08:00+00:00,1,0.599999999999909,5.199999999999818,5.055300315725617
M2-BASE,SPX500,VAL,2016-12-13 14:36:00+00:00,-1,7.199999999999818,1.800000000000182,-6.684663211505722
M2-BASE,SPX500,VAL,2016-12-14 14:32:00+00:00,1,0.0,2.0,1.8609392251346435
M2-BASE,SPX500,VAL,2016-12-14 15:02:00+00:00,1,2.799999999999727,1.599999999999909,-2.599999999999909
M2-BASE,SPX500,VAL,2016-12-14 16:35:00+00:00,1,1.6000000000003638,3.599999999999909,3.599999999999909
M2-BASE,SPX500,VAL,2016-12-15 14:59:00+00:00,-1,6.799999999999727,0.0,-5.06553598308119
M2-BASE,SPX500,VAL,2016-12-15 15:40:00+00:00,-1,4.600000000000364,6.399999999999636,6.111871343848179
M2-BASE,SPX500,VAL,2016-12-16 16:09:00+00:00,1,4.0,0.8000000000001819,-3.778934491419477
M2-BASE,SPX500,VAL,2016-12-16 17:52:00+00:00,1,2.599999999999909,3.400000000000091,3.0
M2-BASE,SPX500,VAL,2016-12-19 15:41:00+00:00,-1,1.599999999999909,3.800000000000182,3.0586711419723542
M2-BASE,SPX500,VAL,2016-12-20 14:38:00+00:00,-1,2.0,3.799999999999727,3.1742165508430844
M2-BASE,SPX500,VAL,2016-12-21 14:41:00+00:00,1,1.2000000000002728,1.199999999999818,1.180070288261959
M2-BASE,SPX500,VAL,2016-12-22 14:34:00+00:00,1,2.600000000000364,0.0,-2.600000000000364
M2-BASE,SPX500,VAL,2016-12-22 16:26:00+00:00,1,2.599999999999909,3.200000000000273,3.0723799699703704
M2-BASE,SPX500,VAL,2016-12-23 16:21:00+00:00,1,0.0,3.0,2.600000000000364
M2-BASE,SPX500,VAL,2016-12-28 14:44:00+00:00,1,3.800000000000182,1.0,-3.733424841375381
M2-BASE,SPX500,VAL,2016-12-29 14:33:00+00:00,-1,1.199999999999818,2.599999999999909,2.387439738840385
M2-BASE,SPX500,VAL,2016-12-29 16:53:00+00:00,1,2.599999999999909,3.0,2.9132462787147233
M2-BASE,SPX500,VAL,2016-12-30 14:35:00+00:00,1,6.200000000000273,2.399999999999636,-5.400000000000091
M2-BASE,SPX500,VAL,2017-01-03 15:10:00+00:00,-1,0.20000000000027285,9.799999999999727,8.738354311127296
M2-BASE,SPX500,VAL,2017-01-04 14:31:00+00:00,-1,4.400000000000091,3.399999999999636,-4.400000000000091
M2-BASE,SPX500,VAL,2017-01-05 16:06:00+00:00,1,3.200000000000273,0.3999999999996362,-2.860789611456312
M2-BASE,SPX500,VAL,2017-01-05 16:24:00+00:00,1,3.200000000000273,3.799999999999727,3.6143687199628403
M2-BASE,SPX500,VAL,2017-01-06 14:31:00+00:00,-1,0.3999999999996362,2.0,0.427521016785704
M2-BASE,SPX500,VAL,2017-01-06 14:36:00+00:00,1,1.400000000000091,3.399999999999636,2.9139291164378847
M2-BASE,SPX500,VAL,2017-01-06 16:15:00+00:00,-1,4.199999999999818,0.40000000000009095,-4.0345953257087785
M2-BASE,SPX500,VAL,2017-01-10 15:56:00+00:00,-1,4.0,0.8000000000001819,-4.0
M2-BASE,SPX500,VAL,2017-01-10 16:46:00+00:00,-1,2.200000000000273,6.400000000000091,5.982252521242572
M2-BASE,SPX500,VAL,2017-01-11 14:55:00+00:00,-1,2.799999999999727,3.0,2.9009717567937514
M2-BASE,SPX500,VAL,2017-01-11 16:31:00+00:00,1,4.400000000000091,4.599999999999909,3.1330295244852095
M2-BASE,SPX500,VAL,2017-01-12 15:03:00+00:00,1,7.0,0.599999999999909,-6.992372946237992
M2-BASE,SPX500,VAL,2017-01-13 14:31:00+00:00,-1,3.0,0.40000000000009095,-2.056883940710577
M2-BASE,SPX500,VAL,2017-01-18 14:35:00+00:00,1,2.199999999999818,3.0,3.0
M2-BASE,SPX500,VAL,2017-01-19 14:31:00+00:00,-1,0.599999999999909,2.599999999999909,2.5124195706002865
M2-BASE,SPX500,VAL,2017-01-19 16:05:00+00:00,1,4.799999999999727,4.200000000000273,-4.4469017171845735
M2-BASE,SPX500,VAL,2017-01-20 14:32:00+00:00,-1,3.799999999999727,0.8000000000001819,-3.633810508383249
M2-BASE,SPX500,VAL,2017-01-20 14:41:00+00:00,-1,0.0,9.199999999999818,4.282593005502349
M2-BASE,SPX500,VAL,2017-01-20 17:32:00+00:00,1,0.20000000000027285,5.799999999999727,5.444391623127103
M2-BASE,SPX500,VAL,2017-01-23 14:36:00+00:00,-1,1.599999999999909,4.599999999999909,3.864944105123868
M2-BASE,SPX500,VAL,2017-01-23 15:34:00+00:00,1,4.0,4.0,3.901758996163153
M2-BASE,SPX500,VAL,2017-01-24 14:31:00+00:00,-1,3.800000000000182,1.199999999999818,-2.800000000000182
M2-BASE,SPX500,VAL,2017-01-24 16:41:00+00:00,-1,5.800000000000182,0.1999999999998181,-5.200000000000273
M2-BASE,SPX500,VAL,2017-01-26 18:22:00+00:00,1,0.0,4.599999999999909,4.389191576050507
M2-BASE,SPX500,VAL,2017-01-27 14:49:00+00:00,1,2.599999999999909,1.400000000000091,-0.599999999999909
M2-BASE,SPX500,VAL,2017-01-30 14:33:00+00:00,1,6.199999999999818,0.1999999999998181,-4.023393280922846
M2-BASE,SPX500,VAL,2017-01-31 15:03:00+00:00,1,3.399999999999636,3.800000000000182,0.6000000000003638
M2-BASE,SPX500,VAL,2017-02-01 15:40:00+00:00,1,4.399999999999636,3.800000000000182,3.200000000000273
M2-BASE,SPX500,VAL,2017-02-02 15:15:00+00:00,-1,5.0,4.199999999999818,4.030435352478889
M2-BASE,SPX500,VAL,2017-02-06 18:06:00+00:00,1,1.400000000000091,3.199999999999818,1.400000000000091
M2-BASE,SPX500,VAL,2017-02-09 15:18:00+00:00,-1,5.600000000000364,0.1999999999998181,-5.600000000000364
M2-BASE,SPX500,VAL,2017-02-10 15:35:00+00:00,-1,3.599999999999909,2.400000000000091,-3.3028928344647284
M2-BASE,SPX500,VAL,2017-02-13 14:38:00+00:00,-1,4.799999999999727,0.8000000000001819,-4.599999999999909
M2-BASE,SPX500,VAL,2017-02-14 15:39:00+00:00,1,0.599999999999909,2.800000000000182,2.773340594749243
M2-BASE,SPX500,VAL,2017-02-14 17:34:00+00:00,-1,4.400000000000091,1.0,-4.400000000000091
M2-BASE,SPX500,VAL,2017-02-15 15:49:00+00:00,-1,4.0,0.40000000000009095,-3.8040122534421243
M2-BASE,SPX500,VAL,2017-02-16 14:52:00+00:00,1,1.6000000000003638,3.199999999999818,3.199999999999818
M2-BASE,SPX500,VAL,2017-02-16 15:50:00+00:00,1,5.400000000000091,0.0,-4.947195113096768
M2-BASE,SPX500,VAL,2017-02-21 14:39:00+00:00,-1,4.599999999999909,0.6000000000003638,-3.8256537023030432
M2-BASE,SPX500,VAL,2017-02-21 15:44:00+00:00,-1,0.1999999999998181,8.599999999999909,0.8000000000001819
M2-BASE,SPX500,VAL,2017-02-23 15:57:00+00:00,1,2.400000000000091,4.800000000000182,4.468402618353139
M2-BASE,SPX500,VAL,2017-02-28 14:33:00+00:00,1,1.3999999999996362,1.800000000000182,1.2285098290590213
M2-BASE,SPX500,VAL,2017-02-28 17:08:00+00:00,1,4.0,0.40000000000009095,-2.932305400167479
M2-BASE,SPX500,VAL,2017-03-02 14:37:00+00:00,1,3.400000000000091,2.599999999999909,-3.156368563288197
M2-BASE,SPX500,VAL,2017-03-02 16:33:00+00:00,1,6.599999999999909,3.199999999999818,-5.851051339614514
M2-BASE,SPX500,VAL,2017-03-07 14:37:00+00:00,1,3.0,0.0,-2.7334967644001154
M2-BASE,SPX500,VAL,2017-03-08 14:39:00+00:00,-1,2.200000000000273,5.199999999999818,4.280806587596999
M2-BASE,SPX500,VAL,2017-03-09 14:49:00+00:00,-1,2.800000000000182,2.599999999999909,2.400726352507263
M2-BASE,SPX500,VAL,2017-03-10 16:06:00+00:00,1,5.0,4.199999999999818,2.599999999999909
M2-BASE,SPX500,VAL,2017-03-13 13:32:00+00:00,-1,0.6000000000003638,3.399999999999636,2.9355849850617233
M2-BASE,SPX500,VAL,2017-03-15 16:34:00+00:00,-1,4.200000000000273,1.7999999999997272,-4.057402195525356
M2-BASE,SPX500,VAL,2017-03-16 14:21:00+00:00,1,4.599999999999909,2.800000000000182,-2.199999999999818
M2-BASE,SPX500,VAL,2017-03-17 15:04:00+00:00,1,1.0,3.800000000000182,3.200000000000273
M2-BASE,SPX500,VAL,2017-03-20 14:20:00+00:00,-1,1.0,3.0,3.0
M2-BASE,SPX500,VAL,2017-03-21 14:16:00+00:00,1,7.799999999999727,1.800000000000182,-6.765170798066265
M2-BASE,SPX500,VAL,2017-03-21 14:58:00+00:00,1,14.799999999999727,1.800000000000182,-10.0
M2-BASE,SPX500,VAL,2017-03-22 15:16:00+00:00,-1,3.599999999999909,7.200000000000273,4.919544022712671
M2-BASE,SPX500,VAL,2017-03-23 13:31:00+00:00,1,2.199999999999818,5.0,3.537793841407165
M2-BASE,SPX500,VAL,2017-03-23 14:44:00+00:00,-1,5.199999999999818,0.20000000000027285,-4.702059887560154
M2-BASE,SPX500,VAL,2017-03-27 15:33:00+00:00,-1,6.400000000000091,2.400000000000091,-6.199999999999818
M2-BASE,SPX500,VAL,2017-03-28 15:06:00+00:00,-1,6.400000000000091,0.1999999999998181,-6.400000000000091
M2-BASE,SPX500,VAL,2017-03-29 14:33:00+00:00,-1,1.800000000000182,4.0,3.1541965428764343
M2-BASE,SPX500,VAL,2017-03-30 14:37:00+00:00,-1,2.400000000000091,5.0,4.683742193456965
M2-BASE,SPX500,VAL,2017-04-03 14:07:00+00:00,1,3.0,0.1999999999998181,-2.847143213385152
M2-BASE,SPX500,VAL,2017-04-03 14:51:00+00:00,1,8.799999999999727,0.599999999999909,-5.807251502162671
M2-BASE,SPX500,VAL,2017-04-05 13:48:00+00:00,-1,7.800000000000182,1.7999999999997272,-3.600000000000364
M2-BASE,SPX500,VAL,2017-04-10 13:42:00+00:00,-1,4.0,2.800000000000182,2.063023308011907
M2-BASE,SPX500,VAL,2017-04-10 16:14:00+00:00,1,1.0,7.599999999999909,6.828546410354193
M2-BASE,SPX500,VAL,2017-04-11 13:31:00+00:00,1,0.1999999999998181,2.800000000000182,2.673405882903353
M2-BASE,SPX500,VAL,2017-04-11 13:41:00+00:00,1,4.400000000000091,0.3999999999996362,-4.279184486286795
M2-BASE,SPX500,VAL,2017-04-11 14:35:00+00:00,1,3.400000000000091,6.799999999999727,6.1914412950768565
M2-BASE,SPX500,VAL,2017-04-17 13:35:00+00:00,-1,6.399999999999636,4.400000000000091,-6.0
M2-BASE,SPX500,VAL,2017-04-18 16:01:00+00:00,1,1.400000000000091,6.599999999999909,6.495703107118516
M2-BASE,SPX500,VAL,2017-04-20 15:46:00+00:00,-1,8.0,0.6000000000003638,-7.499917034221653
M2-BASE,SPX500,VAL,2017-04-21 13:31:00+00:00,1,3.600000000000364,0.3999999999996362,-2.5600349245373764
M2-BASE,SPX500,VAL,2017-04-21 13:59:00+00:00,1,4.199999999999818,1.400000000000091,-3.9785531324137082
M2-BASE,SPX500,VAL,2017-04-21 17:11:00+00:00,1,0.8000000000001819,8.0,4.400000000000091
M2-BASE,SPX500,VAL,2017-04-25 13:35:00+00:00,-1,7.0,0.40000000000009095,-7.0
M2-BASE,SPX500,VAL,2017-04-26 13:34:00+00:00,-1,1.0,2.199999999999818,1.9048090048522681
M2-BASE,SPX500,VAL,2017-04-26 13:53:00+00:00,-1,2.399999999999636,0.6000000000003638,-2.355828973521511
M2-BASE,SPX500,VAL,2017-04-26 14:48:00+00:00,-1,4.200000000000273,0.0,-3.4077445183811506
M2-BASE,SPX500,VAL,2017-04-27 13:31:00+00:00,-1,0.599999999999909,1.599999999999909,1.1913438087981376
M2-BASE,SPX500,VAL,2017-04-27 14:15:00+00:00,-1,0.0,3.400000000000091,2.894099862564417
M2-BASE,SPX500,VAL,2017-04-27 14:50:00+00:00,1,2.800000000000182,2.199999999999818,2.0
M2-BASE,SPX500,VAL,2017-04-27 17:00:00+00:00,-1,0.1999999999998181,4.800000000000182,4.612254810060222
M2-BASE,SPX500,VAL,2017-04-28 14:23:00+00:00,1,3.0,2.199999999999818,-0.6000000000003638
M2-BASE,SPX500,VAL,2017-05-02 13:35:00+00:00,-1,0.40000000000009095,2.400000000000091,2.032886450746446
M2-BASE,SPX500,VAL,2017-05-02 13:47:00+00:00,1,1.0,3.0,2.409440749091573
M2-BASE,SPX500,VAL,2017-05-03 14:10:00+00:00,1,0.20000000000027285,2.799999999999727,2.555226641729405
M2-BASE,SPX500,VAL,2017-05-03 14:48:00+00:00,1,3.0,0.20000000000027285,-2.6662632533320902
M2-BASE,SPX500,VAL,2017-05-04 13:51:00+00:00,1,1.199999999999818,4.0,3.400000000000091
M2-BASE,SPX500,VAL,2017-05-04 16:13:00+00:00,1,3.400000000000091,5.0,4.6849393400866575
M2-BASE,SPX500,VAL,2017-05-08 15:24:00+00:00,1,0.0,4.600000000000364,4.521989905239025
M2-BASE,SPX500,VAL,2017-05-09 14:03:00+00:00,-1,0.7999999999997272,3.0,2.803977224187747
M2-BASE,SPX500,VAL,2017-05-10 13:31:00+00:00,-1,2.0,0.7999999999997272,0.7735579486279676
M2-BASE,SPX500,VAL,2017-05-10 15:16:00+00:00,-1,2.400000000000091,0.7999999999997272,-0.6000000000003638
M2-BASE,SPX500,VAL,2017-05-11 13:47:00+00:00,1,6.0,0.599999999999909,-5.6541796106530455
M2-BASE,SPX500,VAL,2017-05-11 14:24:00+00:00,1,0.599999999999909,9.0,8.747134782423018
M2-BASE,SPX500,VAL,2017-05-15 13:36:00+00:00,-1,4.400000000000091,0.1999999999998181,-4.199999999999818
M2-BASE,SPX500,VAL,2017-05-15 14:54:00+00:00,-1,1.0,4.0,1.0
M2-BASE,SPX500,VAL,2017-05-17 14:01:00+00:00,1,8.199999999999818,3.200000000000273,-6.199999999999818
M2-BASE,SPX500,VAL,2017-05-19 13:49:00+00:00,-1,8.400000000000091,0.0,-8.04184015875262
M2-BASE,SPX500,VAL,2017-05-22 13:31:00+00:00,-1,3.800000000000182,0.0,-3.697671983516102
M2-BASE,SPX500,VAL,2017-05-22 16:16:00+00:00,-1,1.400000000000091,3.0,-1.0
M2-BASE,SPX500,VAL,2017-05-25 14:13:00+00:00,-1,3.200000000000273,2.799999999999727,-2.0
M2-BASE,SPX500,VAL,2017-05-31 13:57:00+00:00,1,4.400000000000091,0.0,-4.175222721697992
M2-BASE,SPX500,VAL,2017-05-31 14:06:00+00:00,1,0.1999999999998181,7.0,6.819769446130522
M2-BASE,SPX500,VAL,2017-06-01 13:32:00+00:00,-1,0.40000000000009095,2.199999999999818,1.998468865288487
M2-BASE,SPX500,VAL,2017-06-01 13:47:00+00:00,-1,1.2000000000002728,2.0,2.0
M2-BASE,SPX500,VAL,2017-06-01 15:36:00+00:00,-1,3.200000000000273,0.7999999999997272,-3.1041393596642592
M2-BASE,SPX500,VAL,2017-06-02 13:59:00+00:00,1,0.0,4.400000000000091,4.379966171660726
M2-BASE,SPX500,VAL,2017-06-05 13:58:00+00:00,-1,1.599999999999909,1.400000000000091,1.3474733351417854
M2-BASE,SPX500,VAL,2017-06-05 17:17:00+00:00,-1,0.0,2.799999999999727,2.799999999999727
M2-BASE,SPX500,VAL,2017-06-07 13:41:00+00:00,-1,0.3999999999996362,2.600000000000364,2.600000000000364
M2-BASE,SPX500,VAL,2017-06-07 14:02:00+00:00,-1,0.1999999999998181,3.599999999999909,2.541458166650955
M2-BASE,SPX500,VAL,2017-06-07 14:41:00+00:00,1,0.0,3.200000000000273,3.200000000000273
M2-BASE,SPX500,VAL,2017-06-07 16:48:00+00:00,1,1.800000000000182,4.799999999999727,4.399571159728566
M2-BASE,SPX500,VAL,2017-06-08 13:51:00+00:00,1,1.2000000000002728,3.599999999999909,3.4775311570488157
M2-BASE,SPX500,VAL,2017-06-08 14:22:00+00:00,1,2.800000000000182,3.599999999999909,2.717835909333189
M2-BASE,SPX500,VAL,2017-06-08 16:17:00+00:00,-1,1.199999999999818,5.200000000000273,4.274328837077064
M2-BASE,SPX500,VAL,2017-06-12 13:53:00+00:00,1,1.0,4.800000000000182,4.615949544990144
M2-BASE,SPX500,VAL,2017-06-14 14:58:00+00:00,1,0.0,4.199999999999818,4.040685163317448
M2-BASE,SPX500,VAL,2017-06-16 13:32:00+00:00,1,6.200000000000273,0.1999999999998181,-4.533036622003692
M2-BASE,SPX500,VAL,2017-06-19 14:03:00+00:00,-1,6.199999999999818,0.0,-4.799999999999727
M2-BASE,SPX500,VAL,2017-06-20 13:32:00+00:00,1,3.400000000000091,1.800000000000182,-3.400000000000091
M2-BASE,SPX500,VAL,2017-06-20 16:24:00+00:00,1,4.599999999999909,4.0,-1.7999999999997272
M2-BASE,SPX500,VAL,2017-06-22 14:47:00+00:00,-1,3.599999999999909,0.40000000000009095,-3.400000000000091
M2-BASE,SPX500,VAL,2017-06-23 13:46:00+00:00,1,0.0,3.600000000000364,3.418933912108969
M2-BASE,SPX500,VAL,2017-06-23 14:53:00+00:00,-1,1.400000000000091,3.399999999999636,3.2919480587420367
M2-BASE,SPX500,VAL,2017-06-27 17:11:00+00:00,1,5.199999999999818,2.199999999999818,-4.8209957678436695
M2-BASE,SPX500,VAL,2017-06-28 13:31:00+00:00,-1,9.199999999999818,3.800000000000182,-8.97944101616713
M2-BASE,SPX500,VAL,2017-06-29 13:34:00+00:00,1,4.399999999999636,0.0,-4.283950004443341
M2-BASE,SPX500,VAL,2017-06-29 13:55:00+00:00,1,8.599999999999909,1.199999999999818,-7.702716446492559
M2-BASE,SPX500,VAL,2017-06-29 15:32:00+00:00,1,16.199999999999818,3.200000000000273,1.800000000000182
M2-BASE,SPX500,VAL,2017-07-03 13:32:00+00:00,-1,3.199999999999818,3.200000000000273,2.402259106985639
M2-BASE,SPX500,VAL,2017-07-05 14:05:00+00:00,1,0.8000000000001819,4.599999999999909,4.411128403876319
M2-BASE,SPX500,VAL,2017-07-07 13:59:00+00:00,-1,5.800000000000182,5.0,-5.752739120453043
M2-BASE,SPX500,VAL,2017-07-11 15:23:00+00:00,1,5.800000000000182,0.1999999999998181,-4.789786496196939
M2-BASE,SPX500,VAL,2017-07-13 14:30:00+00:00,1,0.599999999999909,3.400000000000091,2.844952392577852
M2-BASE,SPX500,VAL,2017-07-13 16:28:00+00:00,-1,0.599999999999909,2.800000000000182,-0.0
M2-BASE,SPX500,VAL,2017-07-14 13:49:00+00:00,-1,4.600000000000364,2.399999999999636,-4.400000000000091
M2-BASE,SPX500,VAL,2017-07-18 14:43:00+00:00,1,0.7999999999997272,7.200000000000273,6.267958203015951
M2-BASE,SPX500,VAL,2017-07-20 14:32:00+00:00,1,3.599999999999909,3.0,2.6971836482944127
M2-BASE,SPX500,VAL,2017-07-21 13:35:00+00:00,1,2.799999999999727,3.200000000000273,3.200000000000273
M2-BASE,SPX500,VAL,2017-07-27 13:31:00+00:00,-1,0.40000000000009095,1.0,0.599999999999909
M2-BASE,SPX500,VAL,2017-07-27 13:56:00+00:00,1,0.1999999999998181,1.800000000000182,1.800000000000182
M2-BASE,SPX500,VAL,2017-07-27 16:41:00+00:00,1,3.599999999999909,1.199999999999818,-2.400000000000091
M2-BASE,SPX500,VAL,2017-07-27 17:16:00+00:00,1,7.599999999999909,0.0,-7.383384961102365
M2-BASE,SPX500,VAL,2017-08-02 13:40:00+00:00,-1,0.0,1.599999999999909,1.4308577335068549
M2-BASE,SPX500,VAL,2017-08-02 13:46:00+00:00,1,1.2000000000002728,1.7999999999997272,1.6144167928905517
M2-BASE,SPX500,VAL,2017-08-02 14:17:00+00:00,1,2.799999999999727,0.40000000000009095,-1.9942589860957014
M2-BASE,SPX500,VAL,2017-08-02 14:42:00+00:00,1,3.799999999999727,3.800000000000182,3.800000000000182
M2-BASE,SPX500,VAL,2017-08-08 13:41:00+00:00,1,0.7999999999997272,1.2000000000002728,1.2000000000002728
M2-BASE,SPX500,VAL,2017-08-08 14:21:00+00:00,-1,2.600000000000364,0.599999999999909,-2.600000000000364
M2-BASE,SPX500,VAL,2017-08-09 16:04:00+00:00,-1,0.0,5.400000000000091,5.312781474674011
M2-BASE,SPX500,VAL,2017-08-10 13:43:00+00:00,1,8.800000000000182,1.599999999999909,-8.362783575509184
M2-BASE,SPX500,VAL,2017-08-11 14:09:00+00:00,-1,1.599999999999909,6.199999999999818,3.799999999999727
M2-BASE,SPX500,VAL,2017-08-15 13:49:00+00:00,1,3.0,3.199999999999818,1.400000000000091
M2-BASE,SPX500,VAL,2017-08-17 14:01:00+00:00,1,6.0,2.199999999999818,-5.625550362468857
M2-BASE,SPX500,VAL,2017-08-18 13:39:00+00:00,1,3.200000000000273,4.799999999999727,4.655531826457718
M2-BASE,SPX500,VAL,2017-08-18 16:42:00+00:00,-1,2.0,8.800000000000182,8.397861581137477
M2-BASE,SPX500,VAL,2017-08-22 13:36:00+00:00,-1,5.0,0.0,-4.740559606741954
M2-BASE,SPX500,VAL,2017-08-23 13:31:00+00:00,1,0.0,5.400000000000091,5.333760949257794
M2-BASE,SPX500,VAL,2017-08-29 14:44:00+00:00,-1,9.0,1.0,-7.399999999999636
M2-BASE,SPX500,VAL,2017-08-30 17:02:00+00:00,-1,4.400000000000091,2.0,-0.599999999999909
M2-BASE,SPX500,VAL,2017-09-01 17:03:00+00:00,-1,0.20000000000027285,5.0,4.400000000000091
M2-BASE,SPX500,VAL,2017-09-04 14:35:00+00:00,-1,0.0,1.6000000000003638,0.8000000000001819
M2-BASE,SPX500,VAL,2017-09-05 14:41:00+00:00,1,3.799999999999727,0.599999999999909,-3.42324408632021
M2-BASE,SPX500,VAL,2017-09-05 16:03:00+00:00,1,6.400000000000091,0.40000000000009095,-6.2647236058001
M2-BASE,SPX500,VAL,2017-09-05 17:02:00+00:00,1,1.199999999999818,13.600000000000364,13.504872609920767
M2-BASE,SPX500,VAL,2017-09-06 13:33:00+00:00,-1,1.2000000000002728,4.0,4.0
M2-BASE,SPX500,VAL,2017-09-08 15:03:00+00:00,-1,0.20000000000027285,4.599999999999909,4.487082151002596
M2-BASE,SPX500,VAL,2017-09-11 16:43:00+00:00,-1,0.8000000000001819,2.599999999999909,-0.40000000000009095
M2-BASE,SPX500,VAL,2017-09-12 13:36:00+00:00,-1,0.599999999999909,3.400000000000091,3.400000000000091
M2-BASE,SPX500,VAL,2017-09-15 14:50:00+00:00,-1,4.0,0.8000000000001819,-3.9703450682995935
M2-BASE,SPX500,VAL,2017-09-18 13:50:00+00:00,-1,0.7999999999997272,2.600000000000364,2.357276652998735
M2-BASE,SPX500,VAL,2017-09-19 16:02:00+00:00,-1,0.40000000000009095,2.199999999999818,1.8310310118290545
M2-BASE,SPX500,VAL,2017-09-20 13:31:00+00:00,-1,0.0,2.599999999999909,2.2253148092099764
M2-BASE,SPX500,VAL,2017-09-21 13:38:00+00:00,1,2.599999999999909,0.40000000000009095,-2.0618477792199883
M2-BASE,SPX500,VAL,2017-09-21 14:08:00+00:00,1,1.599999999999909,4.400000000000091,3.924249305381636
M2-BASE,SPX500,VAL,2017-09-25 14:52:00+00:00,1,6.599999999999909,0.8000000000001819,-6.442181471079948
M2-BASE,SPX500,VAL,2017-09-28 16:19:00+00:00,-1,1.6000000000003638,1.599999999999909,-1.400000000000091
M2-BASE,SPX500,VAL,2017-09-29 13:33:00+00:00,-1,0.7999999999997272,0.40000000000009095,-0.7999999999997272
M2-BASE,SPX500,VAL,2017-09-29 13:43:00+00:00,-1,1.400000000000091,0.0,-1.400000000000091
M2-BASE,SPX500,VAL,2017-09-29 14:07:00+00:00,-1,1.7999999999997272,0.20000000000027285,-1.5880482948446115
M2-BASE,SPX500,VAL,2017-10-02 14:08:00+00:00,-1,3.0,2.599999999999909,2.599999999999909
M2-BASE,SPX500,VAL,2017-10-04 13:45:00+00:00,1,0.599999999999909,2.0,1.3766228049503297
M2-BASE,SPX500,VAL,2017-10-04 15:01:00+00:00,-1,1.7999999999997272,0.6000000000003638,-1.7999999999997272
M2-BASE,SPX500,VAL,2017-10-04 17:05:00+00:00,-1,0.0,3.599999999999909,0.8000000000001819
M2-BASE,SPX500,VAL,2017-10-05 13:32:00+00:00,-1,2.599999999999909,0.0,-2.599999999999909
M2-BASE,SPX500,VAL,2017-10-05 14:39:00+00:00,-1,5.0,1.0,-5.0
M2-BASE,SPX500,VAL,2017-10-06 14:56:00+00:00,1,0.40000000000009095,4.599999999999909,4.525798765919717
M2-BASE,SPX500,VAL,2017-10-09 13:56:00+00:00,1,3.400000000000091,2.199999999999818,-3.200000000000273
M2-BASE,SPX500,VAL,2017-10-10 13:39:00+00:00,-1,3.400000000000091,0.0,-3.3632162101812355
M2-BASE,SPX500,VAL,2017-10-11 17:17:00+00:00,-1,3.0,1.400000000000091,-2.0
M2-BASE,SPX500,VAL,2017-10-16 13:46:00+00:00,-1,0.40000000000009095,2.400000000000091,2.3266513525618393
M2-BASE,SPX500,VAL,2017-10-16 16:17:00+00:00,1,0.599999999999909,2.800000000000182,2.599999999999909
M2-BASE,SPX500,VAL,2017-10-17 13:36:00+00:00,1,0.0,1.7999999999997272,1.7999999999997272
M2-BASE,SPX500,VAL,2017-10-17 13:48:00+00:00,1,0.1999999999998181,1.0,1.0
M2-BASE,SPX500,VAL,2017-10-17 14:35:00+00:00,1,1.6000000000003638,0.0,-1.2640263387888808
M2-BASE,SPX500,VAL,2017-10-23 15:40:00+00:00,1,3.199999999999818,1.599999999999909,-3.138368535345762
M2-BASE,SPX500,VAL,2017-10-25 13:54:00+00:00,1,2.799999999999727,0.599999999999909,-2.419056888330033
M2-BASE,SPX500,VAL,2017-10-27 14:04:00+00:00,-1,7.0,3.199999999999818,-6.954833703347958
M2-BASE,SPX500,VAL,2017-10-30 14:44:00+00:00,-1,0.0,2.800000000000182,2.6428681396391767
M2-BASE,SPX500,VAL,2017-10-30 15:34:00+00:00,1,3.800000000000182,0.3999999999996362,-3.1117670210392134
M2-BASE,SPX500,VAL,2017-11-02 14:14:00+00:00,1,0.0,8.0,6.9356069920268055
M2-BASE,SPX500,VAL,2017-11-03 13:36:00+00:00,1,1.599999999999909,2.199999999999818,2.199999999999818
M2-BASE,SPX500,VAL,2017-11-03 16:16:00+00:00,-1,3.799999999999727,0.20000000000027285,-3.799999999999727
M2-BASE,SPX500,VAL,2017-11-06 15:27:00+00:00,-1,2.800000000000182,1.599999999999909,-1.400000000000091
M2-BASE,SPX500,VAL,2017-11-07 15:49:00+00:00,1,4.199999999999818,2.599999999999909,-3.9611069873540146
M2-BASE,SPX500,VAL,2017-11-08 17:30:00+00:00,-1,3.800000000000182,0.7999999999997272,-2.400000000000091
